destinationId,name,labels,address,description,timeCost,rate,heat,opentime,imgUrl
5,The Vessel,Points of Interest & Landmarks|Architectural Buildings|Observation Decks & Towers,"20 Hudson Yards, New York City, NY 10001-2167","This bold, beehive-looking structure is one of the most iconic buildings in Midtown Manhattan and the centerpiece of Hudson Yards. This spiral staircase has 154 interconnecting flights of stairs, and together with its reflective copper metal exterior, creates a surreal appearance and unique photo op. It also offers amazing views of the city and river from different vantage points. Although the upper floors are currently closed to the public, you can access the ground level for free. It's a great stop to make if you're heading to Bella Abzug Park, or on a tour of Hudson Yards and The High Line. – Tripadvisor",Duration: < 1 hour,4.5,"1,431",10:00 AM - 8:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/b8/5e/17/ground-view-from-the.jpg?w=900&h=600&s=1
5,United Nations Headquarters,Historic Sites|Points of Interest & Landmarks|Government Buildings,"405 E 42nd St, New York City, NY 10017-3507","Standing on the eastern shore of Manhattan Island, on the banks of New York City’s East River, United Nations Headquarters remains both a symbol of peace and a beacon of hope. To its 18 acres come representatives of the earth’s seven billion people, to discuss and decide issues of peace, justice and economic and social well being. Visit the United Nations - It's your world!",Duration: 1-2 hours,4.0,"2,156",9:00 AM - 5:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/25/36/5f/united-nations-headquarters.jpg?w=900&h=600&s=1
5,One World Trade Center,Points of Interest & Landmarks|Architectural Buildings,"285 Fulton St, New York City, NY 10007-0089",,,4.5,"1,026",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/1f/75/21/view.jpg?w=900&h=600&s=1
5,Union Square,Neighbourhoods|Points of Interest & Landmarks|Parks,"14th-17th Street (Broadway and Park), New York City, NY 10001","Union Square has a year-round greenmarket, where you can sample goods from local farmers. It also has several playgrounds, a lively holiday market, and benches where you can watch a slice of New York go by.",Duration: More than 3 hours,4.0,"1,475",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/e5/da/02/photo5jpg.jpg?w=900&h=600&s=1
5,Upper West Side,Neighbourhoods|Points of Interest & Landmarks,Neighbourhood: Upper West Side,"Trendy area with cafes, restaurants and fashionable shops.",,4.5,884,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/9c/33/b7/upper-west-side.jpg?w=900&h=600&s=1
5,Madison Square Park,Points of Interest & Landmarks,"Between 23rd and 26 streets and Madison and Fifth Avenues, New York City, NY 10010","Originally a residential area, this square has become one of the more important in New York history. It has become a prime location for many businesses and major buildings.",,4.5,743,6:00 AM - 12:00 AM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/e2/be/da/photo3jpg.jpg?w=900&h=600&s=1
5,Grand Central Market,Points of Interest & Landmarks|Flea & Street Markets,"89 E 42nd St Grand Central Terminal, New York City, NY 10017-5503","**Please note: All vendors have separate cash registers.** One market, unlimited options. Shop Grand Central Market for the finest and freshest ingredients for everyday meals and special occasions. Grand Central Market Vendors: Bien Cuit, Ceriello Fine Foods, Dishes at Home, E.A.T. Gifts, Eli Zabar's Bread & Pastry, Eli Zabar's Farm to Table, Li-Lac Chocolates, Murray's Cheese, Oren's Daily Roast, Pescatore Seafood, Spices and Tease, and Sushi by Pescatore. The Grand Central Market is closed on New Year's Day, Easter Sunday, Memorial Day, 4th of July, Labor Day, Thanksgiving Day, and Christmas Day.",,4.5,786,7:00 AM - 9:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/e1/35/c7/grand-central-market.jpg?w=900&h=600&s=1
5,SeaGlass Carousel,Points of Interest & Landmarks,"Battery Park Enter Across from 17 State Street, New York City, NY 10004",,Duration: 2-3 hours,4.0,"2,777",11:00 AM - 6:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/94/09/3d/exterior.jpg?w=900&h=600&s=1
5,Wall Street,Neighbourhoods|Points of Interest & Landmarks,"Wall Street, New York City, NY 10005","The financial heartbeat of the United States, Wall Street is home to the New York Stock Exchange, where visitors can witness the frenetic and wild pace of stock trading.",,4.0,"3,113",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/40/89/3f/photo0jpg.jpg?w=900&h=600&s=1
5,Friends Apartment Building,Points of Interest & Landmarks,"90 Bedford St corner of Grove Street, New York City, NY 10014-5304","Fans of the TV show 'Friends' will recognize this iconic building immediately. While most scenes in the hit sitcom were filmed in Los Angeles, this six-story apartment building on the corner of 90 Bedford Street and Grove Street was featured extensively as the exterior of Rachel, Monica, Joey, and Chandler’s residence. After you snap a photo with the tan brick building, be sure to explore the rest of Greenwich Village, where you’ll find plenty of restaurants, cafes, and shops. You can check out the Friends Building and other prominent filming locations on a TV and movie tour of New York City. – Tripadvisor",,4.0,460,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/82/c0/96/friends-building.jpg?w=900&h=600&s=1
5,Park Avenue,Points of Interest & Landmarks|Historic Walking Areas,Neighbourhood: Upper East Side,,,4.5,443,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/13/1e/11/beautiful.jpg?w=900&h=600&s=1
5,42nd Street,Points of Interest & Landmarks|Historic Walking Areas,Neighbourhood: Hudson Yards,,,4.5,440,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/d3/1c/63/amc-empire.jpg?w=900&h=600&s=1
5,GhostBusters Firehouse Company 8,Points of Interest & Landmarks,"14 N Moore St TriBeCa, New York City, NY 10013-2413","Lovingly known as the “Ghostbusters Fire Station,” this fully functional firehouse is home to New York City’s Hook & Ladder Company 8. Come up close and personal to the building where Peter, Ray, Egon, and Winston set up their ghostbusting operations, and spot the full-size Ghostbusters sign hanging right above the main entrance. If the crew happens to be around, you can even pop in to buy some memorabilia. Avid TV and film buffs can also join a TV and movie tour to check the Ghostbusters Fire Station and other prominent filming locations off your list. – Tripadvisor",,4.0,443,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/4b/ad/a7/ghostbusters-firestation.jpg?w=900&h=600&s=1
5,Governors Island National Monument,Historic Sites|Points of Interest & Landmarks,"New York Harbor Ferry Terminal, New York City, NY 10004","This former Dutch governor's estate, former military fort and former Coast Guard command post now enjoys its old age as a historic monument where you can take the occasional tour.",Duration: More than 3 hours,4.5,797,10:00 AM - 6:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/b8/e4/f3/20160827-115911-largejpg.jpg?w=900&h=600&s=1
5,Stone Street Historic District,Points of Interest & Landmarks,Neighbourhood: Downtown Manhattan (Downtown),This cobblestoned street is a designated historic district.,,4.5,214,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/4c/5b/2a/photo3jpg.jpg?w=900&h=600&s=1
5,FDNY Memorial Wall,Points of Interest & Landmarks|Monuments & Statues,"124 Liberty St, New York City, NY 10006-1008",,,4.5,89,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/5c/48/b0/fdny-memorial.jpg?w=900&h=600&s=1
5,Trump Tower,Points of Interest & Landmarks|Observation Decks & Towers,"725 Fifth Avenue, New York City, NY 10022-2519",,Duration: < 1 hour,3.5,"1,202",8:00 AM - 10:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/f8/4e/bf/caption.jpg?w=900&h=600&s=1
5,Columbus Circle,Neighbourhoods|Points of Interest & Landmarks,"Broadway & 59th Street, New York City, NY 10019",,Duration: < 1 hour,4.0,444,12:00 AM - 11:59 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/23/2e/0e/gray-morning-at-columbus.jpg?w=900&h=600&s=1
5,Herald Square,Points of Interest & Landmarks,"1 Herald Square at 34th Street and Sixth Avenue, New York City, NY 10001-2902",,,4.0,283,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/34/f1/db/herald-square.jpg?w=900&h=600&s=1
5,Penn Station,Points of Interest & Landmarks,"8th Avenue and West 31st Street, New York City, NY 10001",,,3.5,"1,646",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/7f/ee/a8/entrance-from-seventh.jpg?w=900&h=600&s=1
5,Hamilton Grange National Memorial,Historic Sites|Points of Interest & Landmarks|National Parks,"414 W 141st St At the intersection of Hamilton Terrace, New York City, NY 10031-9138","This national memorial managed by the National Park Service was the home of statesman and United States Founding Father Alexander Hamilton. Restored and reopened in 2011, the public can enjoy exhibits on some of Hamilton's achievements and challenges on the ground floor, a brief introductory film on his incredible rise from an orphan in the Caribbean to an indespensible molder of the early nation, and visit the furnished first floor by scheduled tour.",Duration: 1-2 hours,4.5,203,9:00 AM - 5:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/7b/c7/f3/hamilton-grange-national.jpg?w=900&h=600&s=1
5,Convent Avenue Baptist Church,Points of Interest & Landmarks|Churches & Cathedrals,"420 W 145th St, New York City, NY 10031-5202",,Duration: 1-2 hours,5.0,44,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/80/6b/e2/photo0jpg.jpg?w=900&h=600&s=1
5,Fearless Girl,Points of Interest & Landmarks|Monuments & Statues,"8 Broadway Street, New York City, NY 10004-2207",,Duration: < 1 hour,4.5,102,12:00 AM - 11:59 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/7d/2d/3b/emphasis-on-fearless.jpg?w=900&h=600&s=1
5,New York Stock Exchange,Points of Interest & Landmarks|Architectural Buildings,"11 Wall St, New York City, NY 10005-2601","The NYSE is a frantic, frenetic assemblage of traders, technology and tension.",,4.0,600,9:30 AM - 4:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/f8/42/30/caption.jpg?w=900&h=600&s=1
5,The High Line Park,Points of Interest & Landmarks|Parks,Neighbourhood: Manhattan,,,4.5,119,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/f3/18/55/originally-it-was-the.jpg?w=900&h=600&s=1
5,Unisphere,Points of Interest & Landmarks,Visit website,,,4.5,133,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/79/82/1f/just-beautiful-so-happy.jpg?w=900&h=600&s=1
5,Bow Bridge,Points of Interest & Landmarks|Bridges,Neighbourhood: Central Park,,Duration: < 1 hour,4.5,83,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/72/d6/7f/bow-bridge.jpg?w=900&h=600&s=1
5,General Grant National Memorial,Points of Interest & Landmarks|National Parks,"122nd St And Riverside Dr Riverside Park, New York City, NY 10027","COVID-19 Response UPDATE: Beginning August 26, 2020, General Grant NM reopened access to: General Grant NM Main Plaza General Grant NM Overlook Pavilion With public health in mind, the following facilities/operations remain CLOSED/suspended at this time: General Grant NM Mausoleum and Mosaic Benches General Grant NM Visitor Center and Public Restroom Facilities Check Website for latest information about site access, virtual tours, and, upcoming events Site description: A Unit of the National Park Service, the site serves as the final resting place of President Ulysses S. Grant and his wife, Julia. This is also the largest mausoleum in North America. It testifies to a people's gratitude for the man who ended the bloodiest conflict in American history as Commanding General of the Union Army and then, as the 18th President of the United States, who strove to heal a nation after a civil war and make rights for all citizens a reality.",Duration: 1-2 hours,4.0,323,Closed until further notice,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/0d/ea/22/general-grant-national.jpg?w=900&h=600&s=1
5,Holographic Studios,Points of Interest & Landmarks,"240 E 26th St, New York City, NY 10010-2436","Holographic Studios is the world's oldest gallery of 3D holography, where art and science combine to create visual magic. The gallery is open free to the public on weekday afternoons. We offer tours, classes, gifts, and custom hologram portraits. See our website for details on our guided tours of our gallery and subterranean mad scientist laser laboratory!",,5.0,41,2:00 PM - 6:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/49/d3/ce/showing-a-large-hologram.jpg?w=900&h=600&s=1
5,Kinokuniya Book Stores of America,Points of Interest & Landmarks,"1073 Avenue of the Americas, New York City, NY 10018-3701",,Duration: 1-2 hours,4.5,108,10:00 AM - 8:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/15/b1/ba/manga.jpg?w=900&h=600&s=1
5,Ed Sullivan Theater,Points of Interest & Landmarks|Theatres,"1697 Broadway, New York City, NY 10019-5904",,,4.5,112,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/68/81/82/ed-sullivan-theater.jpg?w=900&h=600&s=1
5,Time Warner Center,Points of Interest & Landmarks|Architectural Buildings,"10 Columbus Cir, New York City, NY 10019-1158",,,4.0,311,10:00 AM - 9:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/50/0a/b3/photo0jpg.jpg?w=900&h=600&s=1
5,Arthur Avenue Retail Market,Speciality & Gift Shops|Points of Interest & Landmarks|Flea & Street Markets,"2344 Arthur Ave, New York City, NY 10458-8104",,,4.5,109,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/90/ca/5f/arthur-avenue-market.jpg?w=900&h=600&s=1
5,Hans Christian Andersen Statue,Points of Interest & Landmarks|Monuments & Statues,"E 74th St, New York City, NY 10021",,,4.5,83,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/bc/de/3e/hans-christian-andersen.jpg?w=900&h=600&s=1
5,Elizabeth Street Garden,Points of Interest & Landmarks,"Elizabeth Street, New York City, NY 10012","Elizabeth Street Garden is a unique community garden and green space with sculptures and architectural elements located in the Little Italy neighborhood of Manhattan, between Prince and Spring streets. City-owned and privately leased, the Garden is open to the public daily, weather permitting. Neighborhood volunteers operate the Garden year-round and program more than 150 free, public educational, wellness and arts-related events annually for children, seniors and all who live and work in the community.",,4.5,36,12:00 PM - 4:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/d4/94/3a/garden.jpg?w=900&h=600&s=1
5,United States Custom House,Points of Interest & Landmarks|Architectural Buildings,"1 Bowling Grn, New York City, NY 10004-1415",A picturesque Beaux Arts building where visitors can gaze upon beautiful Reginald Marsh murals in an oval rotunda.,,4.5,72,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/0c/fd/a7/img-20171016-161910-largejpg.jpg?w=900&h=600&s=1
5,Hope Sculpture,Points of Interest & Landmarks,"810 7th Ave b/t 53rd St & 52nd St, New York City, NY 10019-5818",,Duration: < 1 hour,4.0,143,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/38/0b/63/photo0jpg.jpg?w=900&h=600&s=1
5,Sixth Avenue (Avenue of the Americas),Points of Interest & Landmarks|Scenic Walking Areas,,,,4.0,63,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/74/f6/c7/bryan-park.jpg?w=900&h=600&s=1
5,Fulton Center,Points of Interest & Landmarks|Architectural Buildings,"200 Broadway Between John and Fulton Streets, New York City, NY 10038-2542",,,4.0,80,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/d9/e8/7a/lobby.jpg?w=900&h=600&s=1
5,New York City Supreme Court,Points of Interest & Landmarks,"60 Centre St, New York City, NY 10007-1402",,,4.0,95,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/28/6c/e2/new-york-city-supreme.jpg?w=900&h=600&s=1
5,Rockefeller Plaza Manhattan New York City,Points of Interest & Landmarks|Monuments & Statues|Fountains,"45 Rockefeller Plaza New York New York 10111 Rockefeller Centre, New York City, NY 10111",,Duration: 1-2 hours,4.5,30,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/84/a4/bf/caption.jpg?w=900&h=600&s=1
5,Pier 45,Points of Interest & Landmarks|Piers & Boardwalks,Neighbourhood: Greenwich Village,,,4.5,39,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/a1/79/d3/recorrido.jpg?w=900&h=600&s=1
5,Dalmatian and Taxi Sculpture,Points of Interest & Landmarks|Architectural Buildings,"424 E 34th St, New York City, NY 10016-4972",,Duration: < 1 hour,5.0,14,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/09/b8/5a/dalmatian-spot-juggling.jpg?w=900&h=600&s=1
5,Hearst Tower,Points of Interest & Landmarks|Observation Decks & Towers,"300 W 57th St, New York City, NY 10019-3741",,Duration: < 1 hour,4.5,48,10:00 AM - 4:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/b2/05/c0/hearst-tower.jpg?w=900&h=600&s=1
5,Seventh Avenue,Points of Interest & Landmarks|Scenic Walking Areas,Neighbourhood: Hudson Yards,,Duration: 1-2 hours,4.0,95,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e8/dd/49/caption.jpg?w=900&h=600&s=1
5,Canal Street,Points of Interest & Landmarks,Neighbourhood: Chinatown,"This pulsing street stretches from East Broadway to West Street and is the main drag of New York City's Chinatown. Come here for a great bargain—there are street vendors, open storefronts and jewelry shops peddling an assortment of ""luxury"" watches, ""designer"" bags, perfumes, and souvenir t-shirts. Though buyer beware, authenticity not guaranteed. Closer to Chinatown, there are fruit and vegetable stands and Asian grocery stores that the locals patronize. Take a break from the bustle at a nearby park: Hudson River Greenway, Collect Pond Park, and Columbus Park are all close by. This street is often a stop on walking tours of Lower Manhattan, along with SoHo and Little Italy. – Tripadvisor",Duration: 1-2 hours,3.5,215,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/75/c5/5c/fake-fake-fake.jpg?w=900&h=600&s=1
5,The High Bridge,Historic Sites|Points of Interest & Landmarks|Historic Walking Areas|Bridges|Scenic Walking Areas,Neighbourhood: Upper Manhattan (Uptown),,Duration: < 1 hour,4.5,46,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/5c/81/8a/few-from-manhattan-side.jpg?w=900&h=600&s=1
5,American Express 11 Tears Memorial,Points of Interest & Landmarks|Monuments & Statues,"200 Vesey St American Express Headquarters, New York City, NY 10281-1013",,,4.5,16,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/1a/cc/b6/american-express-11-tears.jpg?w=900&h=600&s=1
5,Moynihan Train Hall at Penn Station,Points of Interest & Landmarks|Architectural Buildings,"421 8th Ave, New York City, NY 10001-7800","Moynihan Train Hall is New York's grand gateway for Long Island Rail Road and Amtrak at Penn Station. In addition to serving passengers and commuters, the Train Hall is a vibrant civic hub for all, and the iconic new heart of Midtown's West Side. Moynihan Train Hall recently adapted the magnificent, century-old Farley Building—the city's historic main post office—and features a vaulted sky-lit concourse, world-class transit amenities, museum-caliber public art (including monumental works by Kehinde Wiley, Elmgreen & Dragnet, & Stan Douglas), and exciting shops, bars, and restaurants.",Duration: 1-2 hours,4.0,60,5:00 AM - 1:00 AM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/6a/c0/28/moynihan-train-hall-main.jpg?w=900&h=600&s=1
5,Ghostbusters Building,Points of Interest & Landmarks,"55 Central Park W, New York City, NY 10023-6076",,Duration: < 1 hour,4.0,54,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/6b/68/94/ghostbusters-building.jpg?w=900&h=600&s=1
5,The Kneeling Fireman,Points of Interest & Landmarks|Monuments & Statues,"6 E 43rd St Between Madison and Fifth, New York City, NY 10017-4609",,,4.5,29,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/ed/36/84/the-kneeling-fireman.jpg?w=900&h=600&s=1
5,Tom's Diner,Points of Interest & Landmarks,"2880 Broadway, New York City, NY 10025-7848","This is the diner featured in the hit TV series ""Seinfeld.""",,3.5,84,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/24/49/10/tom-s-diner.jpg?w=900&h=600&s=1
5,United Palace,Points of Interest & Landmarks|Theatres,"4140 Broadway, New York City, NY 10033-3701","United Palace is a transformational organization and venue that fuses culture, spirituality, and entertainment. The fourth largest theater in Manhattan is more than just a unique venue — it is a hub of creative expression and personal growth designed with and for the community.",Duration: 1-2 hours,4.5,27,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/ef/da/51/the-main-curtain.jpg?w=900&h=600&s=1
5,Town Hall,Points of Interest & Landmarks|Theatres,"123 W 43rd St, New York City, NY 10036-6507",,,4.0,83,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/28/e5/87/town-hall.jpg?w=900&h=600&s=1
5,Delacorte Clock,Points of Interest & Landmarks|Monuments & Statues,"5th Ave, New York City, NY 10118-4810",,Duration: < 1 hour,5.0,10,8:00 AM - 6:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/6b/db/3b/caption.jpg?w=900&h=600&s=1
