destinationId,name,labels,address,description,timeCost,rate,heat,opentime,imgUrl
4,Union Station,Architectural Buildings|Public Transportation Systems,"50 Massachusetts Ave NE, Washington DC, DC 20002-4214","Union Station D.C. Is a superbly restored, historic, mixed-use, intermodal transportation and shopping center located just blocks from the U.S. Capitol Building. This historic hub of culture services more than 90,000 people a day as a major transportation center, retail destination, and tourist resource.",Duration: < 1 hour,4.0,"2,332",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/2c/4f/c7/photo1jpg.jpg?w=900&h=600&s=1
4,Nationals Park,Arenas & Stadiums,"1500 S Capitol St SE, Washington DC, DC 20003-3599",,,4.5,"1,630",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/0f/da/eb/nationals-park.jpg?w=900&h=600&s=1
4,President Lincoln's Cottage,Speciality Museums|Historic Sites|History Museums,"140 Rock Creek Church Rd NW, Washington DC, DC 20011-8400","Known as the ""Cradle of the Emancipation Proclamation,"" President Lincoln's Cottage is Abraham Lincoln's summer residence where he lived and worked for over a quarter of his presidency and made some of his most important decisions, including developing the Emancipation Proclamation. Located on a picturesque hilltop in Northwest Washington, DC on the grounds of the Armed Forces Retirement Home, the Cottage is open for tours 362 days a year. Guided tours offer visitors an intimate view of Abraham Lincoln’s presidency and private life. Visitors are also invited to browse exhibits in the adjacent Robert H. Smith Visitor Education Center. Tickets are required for entry to the Cottage, and advanced ticket purchase is strongly recommended.",Duration: 1-2 hours,4.5,568,9:30 AM - 4:30 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/1b/6d/9b/photo0jpg.jpg?w=900&h=600&s=1
4,Vietnam Women's Memorial,Monuments & Statues,"5 Henry Bacon Dr NW, Washington DC, DC 20007",Memorial to the women who served during the Vietnam War.,,4.5,654,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/f2/ab/b3/very-powerful-sculpture.jpg?w=900&h=600&s=1
4,Albert Einstein Memorial,Monuments & Statues,"2101 Constitution Ave NW, Washington DC, DC 20418-0007","The National Academy of Sciences invites you to help honor the legacy of Albert Einstein by sending us your #PhotosWithAlbert. Simply snap a photo of you or your group at the Einstein Memorial Statue and post it to Twitter, Facebook, or Instagram, using the hashtag #PhotosWithAlbert. The NAS building and exhibits are open to the public from 9am - 5pm on weekdays. The Albert Einstein Memorial is located in the front lawn and available anytime.",,4.5,772,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/61/52/47/albert-einstein-memorial.jpg?w=900&h=600&s=1
4,The Pentagon,Government Buildings,Call,"The headquarters of the United States Department of Defense are housed in the massive Pentagon, whose five wedge-shaped sections represent the five branches of the U.S. Armed Forces.",,4.0,"1,218",9:00 AM - 3:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/12/72/81/the-pentagon.jpg?w=900&h=600&s=1
4,Barbie Pond on Avenue Q,Points of Interest & Landmarks,"1454 1/2 Q St NW, Washington DC, DC 20009-4192",,,5.0,79,12:00 AM - 11:59 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/34/a1/07/celebrating-pride.jpg?w=900&h=600&s=1
4,Bureau Of Engraving And Printing,Government Buildings,"300 14th St SW, Washington DC, DC 20250","Headquartered in D.C., this is where money is printed.",,4.0,962,"9:00 AM - 10:45 AM, 12:30 PM - 2:00 PM",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/14/b4/45/bureau-of-engraving-and.jpg?w=900&h=600&s=1
4,The President Woodrow Wilson House,Speciality Museums|Historic Sites|History Museums,"2340 S St NW, Washington DC, DC 20008-4016","The Woodrow Wilson House is open! We welcome visitors back for a variety of Covid friendly activities and for private events including weddings and corporate receptions, seven days a week. Don’t miss your chance to visit the Suffrage Outside exhibition, the only fully outdoor history exhibit in DC, on display in the Wilson House garden through November 30th. Reserve your visiting time on our website www.woodrowwilsonhouse.org. Also available are two walking tours: ""If these walls could talk! A Waddy Wood Walking Tour"" and the ""Kalorama Audio Tour"". Once you’ve downloaded the map, take the tour at your leisure. The giftshop and bathroom are open during business hours.",Duration: < 1 hour,4.5,229,10:00 AM - 4:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/7b/24/49/front-of-the-home.jpg?w=900&h=600&s=1
4,Old Post Office Pavilion,Historic Sites|Architectural Buildings|Observation Decks & Towers,"1100 Pennsylvania Ave NW, Washington DC, DC 20004-2501",Historic 1899 building where visitors can go up to the clock tower for dramatic views of D.C.,Duration: 1-2 hours,4.0,615,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/9d/19/6b/old-post-office-tower.jpg?w=900&h=600&s=1
4,Capital One Arena,Arenas & Stadiums,"601 F St NW, Washington DC, DC 20004-1605","The arena is home to the AFL's Washington Valor, NBA's Washington Wizards, the NHL's Washington Capitals, the WNBA's Washington Mystics and the NCAA's Georgetown Hoyas men's basketball team. Boasting an average of 220 events per year, Capital One Arena is the heart of a $9.2 billion redevelopment that began 19 years ago when the arena was built and opened on Dec. 2, 1997. Since then the privately financed arena has hosted 47 million people and more than 3,915 events.",Duration: 2-3 hours,4.0,743,10:00 AM - 5:30 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/c7/ff/73/capital-one-arena.jpg?w=900&h=600&s=1
4,"Marine Barracks Washington, 8th and I",Military Bases & Facilities,"8th Street Southeast, Washington DC, DC 20003",,,5.0,126,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/ad/d1/e2/friday-night-parade.jpg?w=900&h=600&s=1
4,Georgetown University,Historic Sites|Educational sites,Neighbourhood: Georgetown,,,4.5,253,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/a0/22/a8/main-building.jpg?w=900&h=600&s=1
4,National Law Enforcement Officers Memorial,Monuments & Statues,"400 E St Northwest, Washington DC, DC 20003","The National Law Enforcement Officers Memorial is centered in the 400 block of E Street, NW, and is the nation's monument to law enforcement officers who have died in the line of duty. Dedicated on October 15, 1991, the Memorial honors federal, state and local law enforcement officers who have made the ultimate sacrifice for the safety and protection of our nation and its people. The Memorial features two curving, 304-foot-long blue-gray marble walls. Carved on these walls are the names of more than 2,000 officers who have been killed in the line of duty throughout U.S. history, dating back to the first known death in 1791. Unlike many other memorials in Washington, DC, the National Law Enforcement Officers Memorial is ever-changing: new names of fallen officers are added to the monument each spring, in conjunction with National Police Week in May.",Duration: < 1 hour,4.5,279,12:00 AM - 11:45 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/b8/53/3c/national-law-enforcement.jpg?w=900&h=600&s=1
4,DAR Museum,Architectural Buildings|Libraries|History Museums,"1776 D St NW entrance is closer to 17th Street on D Street, Washington DC, DC 20006-5303","The DAR Museum looks at the American experience through objects and art of the American home from the Colonial Era to the early 20th century. Visitors can tour 31 period rooms, learn about the history of American furnishings through a fun interactive area, and research their family history in the library. **DAR Constitution Hall is a separate entity** Constitution Hall does not produce any of the events presented in the Hall. All events are arranged by independent producers or sponsors who are responsible for all the details of the presentation. The producer is solely responsible for ticket sales, advertising, hiring and paying all necessary staff, contracting vendors, and paying the acts.",Duration: 1-2 hours,4.5,232,8:30 AM - 4:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/c8/f3/95/outside-the-dar.jpg?w=900&h=600&s=1
4,The Wharf DC,Marinas|Points of Interest & Landmarks,"760 Maine Ave SW, Washington DC, DC 20024","This waterfront D.C. neighborhood is home to four hotels, a 6,000-seat music venue and over 80 shops and restaurants. It also hosts vibrant festivals, events and free outdoor concerts throughout the year. Here, you can browse charming bookstores and walk down the pier to enjoy the views of the Washington Channel. When hungry, enjoy pastries from one of the neighborhood's bakeries or visit the Municipal Fish Market for a great-value-for-money lunch. Stick around after hours to pub crawl or watch a concert. You might also want to visit the International Spy Museum or Smithsonian Museums, which are within walking distance from The Wharf.",Duration: 1-2 hours,4.5,170,12:00 AM - 11:59 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/3c/a8/f9/the-wharf-is-washington.jpg?w=900&h=600&s=1
4,Anderson House,Historic Sites|History Museums,"2118 Massachusetts Ave NW, Washington DC, DC 20008-3640","Explore the Society of the Cincinnati's historic headquarters, Anderson House, a National Historic Landmark that has been the Society's home since 1938. The Society and its American Revolution Institute work to honor the men and women who won American independence in the Revolutionary War by supporting advanced study, presenting exhibitions and other public programs, advocating preservation, and providing resources to teachers and students. Tours of Anderson House reveal the history of the Society of the Cincinnati, the significance of the American Revolution, and the lives and collections of the home's first owners, Larz and Isabel Anderson. The mansion was completed in 1905 for the Andersons, a wealthy couple who devoted their lives to public service, travel, entertaining, collecting, and philanthropy-interests and activities that are reflected in Anderson House, where much of the couple's art collection and furnishings are still on display. Guided tours begin at 15 minutes past each hour. Anderson House also offers a changing exhibition gallery, a research library, and an active calendar of public programs.",Duration: 1-2 hours,4.5,162,10:00 AM - 4:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/43/5f/c0/photo0jpg.jpg?w=900&h=600&s=1
4,Franciscan Monastery of the Holy Land,Churches & Cathedrals,"1400 Quincy St NE, Washington DC, DC 20017-3041","Experience the Holy Land. Dedicated in 1899 and designated a National Historic Site in 1991, the beautiful Monastery church and gardens include unusual, full-size replicas of Holy Land shrines and are the U.S. home of the Franciscan friars who have served in the Holy Land for 800 years, caring for the shrines and people. Free daily tours of the church, Tomb of Christ, and catacombs. Free garden tours on Saturdays, April-September.",Duration: 1-2 hours,4.5,214,10:00 AM - 4:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/63/fd/ad/les-domes-du-sanctuaire.jpg?w=900&h=600&s=1
4,Frederick Douglass National Historic Site,Historic Sites,"1411 W St SE, Washington DC, DC 20020-4813","Honoring the most famous African-American, this National Historic Site consists of Douglass' home and a visitor center and is dedicated to preserving his legacy of work on behalf of African Americans.",,4.5,191,9:00 AM - 4:30 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/41/67/1f/frederick-douglass-national.jpg?w=900&h=600&s=1
4,Senate and House Office Buildings,Government Buildings,"Independence & Constitution Aves, Washington DC, DC 20515",,,4.5,234,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/0c/ed/e1/aqui-es-donde-se-toman.jpg?w=900&h=600&s=1
4,Tudor Place,Historic Sites|Architectural Buildings|Gardens,"1644 31st St NW, Washington DC, DC 20007-2924","A model of Federal-period architecture in the nation’s capital, Tudor Place was home to six generations of Martha Washington’s descendants from 1805 to 1983 and the enslaved workers and servants who lived and worked here. With over 18,000 decorative objects, including the largest Washington Collection outside of Mount Vernon, Tudor Place sits on 5 ½ acres in the heart of Georgetown.",Duration: 1-2 hours,4.5,165,10:00 AM - 4:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/de/b1/e7/six-generations-in-one.jpg?w=900&h=600&s=1
4,Saint John Paul II National Shrine,Religious Sites|Monuments & Statues,"3900 Harewood Rd NE, Washington DC, DC 20017-1505","The Saint John Paul II National Shrine is a place of pilgrimage, learning, and prayer. It was designated as a National Shrine by the U.S. Conference of Catholic Bishops in 2014. Visitors are welcome to attend daily Mass in the Redemptor Hominis Church, and to pray in the Luminous Mysteries Chapel, which contains a first-class blood relic of Saint John Paul II. Both sacred spaces are adorned with intricately beautiful mosaics that glorify and praise God. Our permanent exhibit, ""A Gift of Love: The Life of Saint John Paul II,"" lets visitors to walk in the footsteps of John Paul II by tracing his life and legacy. More information can be found on our website.",Duration: 2-3 hours,5.0,126,10:00 AM - 5:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/14/34/da/shrine.jpg?w=900&h=600&s=1
4,United States Navy Memorial and Naval Heritage Center,Speciality Museums|Monuments & Statues,"701 Pennsylvania Ave NW, Washington DC, DC 20004-2608","A statue of The Lone Sailor peers over this memorial, which consists of a plaza bearing a granite world map flanked by waterfalls and fountains. The heritage center contains exhibits on naval history.",,4.5,201,9:30 AM - 5:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/71/06/b6/united-states-navy-memorial.jpg?w=900&h=600&s=1
4,Dupont Circle,Neighbourhoods,Neighbourhood: Upper Northwest,A trendy neighborhood with a large gay community.,,4.0,364,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/88/70/4d/dupont-circle-the-traffic.jpg?w=900&h=600&s=1
4,Embassy Row,Points of Interest & Landmarks,Neighbourhood: Upper Northwest,The section of Massachusetts Avenue with many embassies and the house of the Vice President located on one end.,Duration: 1-2 hours,4.0,230,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/11/67/a4/indonesia-embassy.jpg?w=900&h=600&s=1
4,FBI Headquarters,Government Buildings,"935 Pennsylvania Ave NW, Washington DC, DC 20535-0001",,Duration: 2-3 hours,4.0,160,9:00 AM - 5:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/3e/11/92/fbi.jpg?w=900&h=600&s=1
4,"""The Exorcist"" Steps",Points of Interest & Landmarks,"3600 Prospect St NW, Washington DC, DC 20007-2633",,Duration: < 1 hour,4.0,137,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/14/bc/2a/the-exorcist-steps.jpg?w=900&h=600&s=1
4,Lafayette Square,Points of Interest & Landmarks,"16th St & Pennsylvania Ave Northwest, Washington DC, DC 20006",,,4.0,254,12:00 AM - 11:59 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/ac/ee/fb/lafayette-square.jpg?w=900&h=600&s=1
4,Washington Harbour,Historic Walking Areas,"3000 K St NW # 3020, Washington DC, DC 20007-5109",,,4.5,148,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/b0/9c/9a/caption.jpg?w=900&h=600&s=1
4,Ronald Reagan Building and International Trade Center,Architectural Buildings|Convention Centres,"1300 Pennsylvania Ave NW, Washington DC, DC 20004-3002","Owned by the U.S. General Services Administration and managed by TCMA (A Drew Company), the building is the first and only federal property designated for public and private use. As the official World Trade Center, Washington, DC, the building features a premier conference and event center, executive office space, attractions and exhibits, retail, parking, dining and community-focused programming and entertainment. As a one-of-a-kind establishment, we're excited to welcome guests of all kinds. We invite you to explore and experience the sights, sounds and services of this landmark building.",Duration: < 1 hour,4.0,252,5:00 AM - 2:00 AM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/08/5c/bf/pennsylvania-avenue-view.jpg?w=900&h=600&s=1
4,Cathedral of St. Matthew the Apostle,Churches & Cathedrals,"1725 Rhode Island Ave NW, Washington DC, DC 20036-3001",,,4.5,109,6:30 AM - 8:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/ab/f7/f3/cathedral-of-st-matthew.jpg?w=900&h=600&s=1
4,Adams Morgan,Neighbourhoods,Neighbourhood: Upper Northwest,"This neighborhood is home to ethnic and culinary diversity, color and funky shops.",,4.0,138,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/96/da/c5/row-houses-in-adams-morgan.jpg?w=900&h=600&s=1
4,Eisenhower Executive Office Building,Government Buildings,"1650 Pennsylvania Ave NW, Washington DC, DC 20504-0002",,,4.5,112,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/b8/65/97/eisenhower-executive.jpg?w=900&h=600&s=1
4,Heurich House Museum,Historic Sites|History Museums,"1307 New Hampshire Ave NW, Washington DC, DC 20036-1531","Historic Dupont Circle home of German immigrant and brewmaster Christian Heurich (1842-1945) and family The mansion was built from 1892-94 by German immigrant, local brewer, and philanthropist Christian Heurich (1842-1945). He and his family lived in their Dupont Circle home from its completion in 1894 until his wife's death in 1956. Recognized as Washington, DC's most successful brewer, he ran the Chr. Heurich Brewing Co., the city's longest-operating brewery (1873-1956), until his death at 102. The mansion is notable for its fireproof construction, original interiors, and family collections. The museum, located at 1307 New Hampshire Avenue in Dupont Circle, is open for regular public events and guided tours Thursday through Saturday at 11:30 am, 1:00 and 2:30 pm. Private tours and event rentals are also available.",,4.5,95,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/97/15/28/front-view-of-the-mansion.jpg?w=900&h=600&s=1
4,Ulysses S. Grant Memorial,Monuments & Statues,Visit website,,,4.0,138,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/85/09/26/with-the-capitol-behind.jpg?w=900&h=600&s=1
4,Old Stone House,Historic Sites,"3051 M St NW, Washington DC, DC 20007-3702",,,4.0,149,11:00 AM - 7:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/2b/82/bf/old-stone-house.jpg?w=900&h=600&s=1
4,United States Department of the Treasury,Government Buildings,Neighbourhood: National Mall,,,4.0,107,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/f2/fc/77/united-states-department.jpg?w=900&h=600&s=1
4,National Japanese American Memorial,Monuments & Statues,Visit website,,,4.5,72,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/01/e2/f3/add-a-caption.jpg?w=900&h=600&s=1
4,Department of State,Government Buildings,"2201 C St NW, Washington DC, DC 20522-0099",,,4.5,53,8:15 AM - 5:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/00/16/28/37/one-of-the-reception.jpg?w=900&h=600&s=1
4,The Three Soldiers,Monuments & Statues,"Henry Bacon Dr NW, Washington DC, DC 20024",,Duration: < 1 hour,4.5,101,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/34/74/e0/marvellous.jpg?w=900&h=600&s=1
4,Chinatown Arch,Points of Interest & Landmarks,"701-707 H St NW, Washington DC, DC 20001",,,3.5,195,12:00 AM - 11:59 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/ad/73/0e/photo0jpg.jpg?w=900&h=600&s=1
4,Belmont-Paul Women's Equality National Monument House and Museum,Historic Sites|History Museums,"144 Constitution Ave NE, Washington DC, DC 20002-5608","The National Woman's Party at the Belmont-Paul Women's Equality National Monument is the only museum in the nation's Capitol that tells the inspiring and ongoing story of women's quest for equality. The Sewall House has stood strong on Capitol Hill for over two hundred years. Early occupants of the house participated in the formulation of Congress and witnessed the construction of the US Capitol and the Supreme Court. In 1929, the National Woman's Party (NWP) purchased the house, and it soon evolved into a center for feminist education and social change. For over sixty years, the trail-blazing NWP utilized the strategic location of the house to lobby for women's political, social, and economic equality.Today, the National Woman's Party tells the compelling story of a community of women who dedicated their lives to the fight for women's rights. The innovative tactics and strategies these women devised became the blueprint for women's progress throughout the twentieth century. The Museum exhibits highlight the tactics and strategies used during the 20th century women's rights movement. Artifacts from the NWP collection bring the story to life. Public Programs showcase the Museum's commitment to continuing conversations on women's progress while examining the ongoing national and international quest for women's equality.The site was dedicated as a National Monument for its significance to the history of the United States.",,4.5,53,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/17/18/46/front-of-belmont-paul.jpg?w=900&h=600&s=1
